주간_시작일,상품명,target_audience,수량,금액,평점,배송소요시간,카테고리,브랜드,spend,clicks,impressions,conversions,roas
2024-03-11,Potatoes,New Users,2,254.32,3.0,16.0,Fruits & Vegetables,Ramaswamy-Tata,47887.22,6132,69665,865,2.805
2024-03-25,Potatoes,All,1,212.14,5.0,12.0,Fruits & Vegetables,Chadha and Sons,46583.74,8746,97499,960,2.462222222222222
2024-03-25,Potatoes,Inactive,4,2876.62,2.5,20.0,Fruits & Vegetables,Chadha and Sons,47899.48,8783,92801,791,2.66375
2024-03-25,Potatoes,New Users,3,636.42,2.0,28.0,Fruits & Vegetables,Chadha and Sons,43831.46,6865,87257,633,2.6438461538461535
2024-04-01,Potatoes,New Users,2,833.3,3.0,40.0,Fruits & Vegetables,Rege Group,38206.86,9618,84673,733,2.6942857142857144
2024-04-01,Potatoes,Premium,2,424.28,4.0,36.0,Fruits & Vegetables,Chadha and Sons,41199.79,6303,86785,842,2.801333333333333
2024-04-22,Potatoes,All,1,416.65,3.0,12.0,Fruits & Vegetables,Rege Group,56313.44,10511,97729,869,2.7325
2024-04-22,Potatoes,New Users,1,416.65,2.0,14.0,Fruits & Vegetables,Rege Group,31959.11,7720,86281,791,3.1738461538461538
2024-04-22,Potatoes,Premium,2,254.32,2.0,21.0,Fruits & Vegetables,Ramaswamy-Tata,47550.15,8368,96074,822,2.71625
2024-04-29,Potatoes,Premium,3,39.75,3.0,19.0,Fruits & Vegetables,Chandran-Dass,38096.6,8378,78839,740,2.8623076923076924
2024-05-06,Potatoes,Inactive,2,424.28,5.0,10.0,Fruits & Vegetables,Chadha and Sons,46054.01,7488,81235,1099,2.833125
2024-05-13,Potatoes,Premium,2,424.28,4.0,15.0,Fruits & Vegetables,Chadha and Sons,42135.32,8737,79719,672,3.0507142857142857
2024-05-27,Potatoes,All,1,888.16,3.0,6.0,Fruits & Vegetables,"Balan, Patel and Mall",50473.36,10173,75535,891,2.605882352941176
2024-05-27,Potatoes,New Users,3,846.55,4.0,20.5,Fruits & Vegetables,Rege Group,48942.94,8860,105039,1218,2.8389473684210524
2024-06-03,Potatoes,All,3,381.48,4.0,15.0,Fruits & Vegetables,Ramaswamy-Tata,51426.05,8066,58399,688,2.8973333333333335
2024-06-10,Potatoes,Inactive,3,2343.24,3.0,18.0,Fruits & Vegetables,Chhabra-Agrawal,44072.76,7150,80528,787,2.670714285714286
2024-06-10,Potatoes,Premium,2,254.32,4.0,32.0,Fruits & Vegetables,Ramaswamy-Tata,22534.43,4202,59440,313,2.628888888888889
2024-06-17,Potatoes,Inactive,1,13.25,2.0,20.0,Fruits & Vegetables,Chandran-Dass,61374.479999999996,10738,101532,1172,2.546842105263158
2024-06-24,Potatoes,Inactive,1,781.08,3.0,40.0,Fruits & Vegetables,Chhabra-Agrawal,44085.83,7835,68802,957,2.520625
2024-07-01,Potatoes,Inactive,1,505.95,3.0,23.0,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",72056.73,10317,110819,1108,2.58
2024-07-01,Potatoes,New Users,3,39.75,5.0,15.0,Fruits & Vegetables,Chandran-Dass,37148.18,6483,71605,823,3.2775
2024-07-08,Potatoes,All,3,2343.24,5.0,20.0,Fruits & Vegetables,Chhabra-Agrawal,47402.85,7660,93998,842,2.634375
2024-07-15,Potatoes,New Users,3,1249.9499999999998,4.0,10.0,Fruits & Vegetables,Rege Group,44623.76,10551,85393,871,2.840625
2024-07-15,Potatoes,Premium,1,781.08,4.0,13.0,Fruits & Vegetables,Chhabra-Agrawal,35875.44,8031,66485,804,2.974285714285714
2024-07-22,Potatoes,New Users,3,39.75,2.0,28.0,Fruits & Vegetables,Chandran-Dass,48996.67,8624,74539,985,2.82375
2024-07-22,Potatoes,Premium,1,505.95,3.0,18.0,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",45425.35,8981,83976,884,2.6533333333333333
2024-07-29,Potatoes,Inactive,3,1249.9499999999998,4.0,24.0,Fruits & Vegetables,Rege Group,68692.79000000001,12379,121882,1163,2.644090909090909
2024-08-05,Potatoes,New Users,2,424.28,4.0,24.0,Fruits & Vegetables,Chadha and Sons,39713.62,7291,85509,815,2.8857142857142857
2024-08-12,Potatoes,New Users,4,1436.1799999999998,4.0,13.5,Fruits & Vegetables,Chadha and Sons,42068.48,9251,86974,730,3.0493333333333337
2024-08-12,Potatoes,Premium,1,13.25,5.0,29.0,Fruits & Vegetables,Chandran-Dass,38786.15,12063,95529,1079,2.9188235294117644
2024-08-26,Potatoes,All,3,1517.85,4.0,17.0,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",57594.12,9927,100607,1246,3.0136842105263155
2024-09-02,Potatoes,Inactive,3,636.42,4.0,12.0,Fruits & Vegetables,Chadha and Sons,33369.62,4976,55677,663,2.6954545454545453
2024-09-09,Potatoes,Inactive,1,505.95,3.0,11.0,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",41550.04,8481,82107,728,2.5335714285714284
2024-09-09,Potatoes,New Users,3,1249.9499999999998,4.0,15.0,Fruits & Vegetables,Rege Group,49142.55,9629,117667,918,2.8744444444444444
2024-09-23,Potatoes,Inactive,3,2664.48,4.0,16.0,Fruits & Vegetables,"Balan, Patel and Mall",48481.94,9216,77302,763,2.8266666666666667
2024-09-23,Potatoes,Premium,2,833.3,3.0,9.0,Fruits & Vegetables,Rege Group,57505.02,9785,100971,1037,2.857222222222222
2024-09-30,Potatoes,All,4,763.5799999999999,3.5,25.5,Fruits & Vegetables,Chadha and Sons,45540.23,9842,86000,785,2.715625
2024-10-14,Potatoes,All,3,39.75,4.0,20.0,Fruits & Vegetables,Chandran-Dass,43145.28,7862,86509,849,2.717142857142857
2024-10-14,Potatoes,New Users,5,3497.7799999999997,4.0,19.5,Fruits & Vegetables,Rege Group,44940.66,9939,70149,1089,3.1075
2024-10-21,Potatoes,All,2,1562.16,2.0,30.0,Fruits & Vegetables,Chhabra-Agrawal,42054.95,7499,64990,710,2.8969230769230765
2024-10-21,Potatoes,New Users,3,1517.85,3.0,8.0,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",34218.229999999996,6987,68838,605,2.699090909090909
2024-10-28,Potatoes,New Users,1,505.95,3.0,18.0,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",55309.729999999996,11702,87032,986,2.9066666666666667
2024-10-28,Potatoes,Premium,2,833.3,2.0,15.0,Fruits & Vegetables,Rege Group,35877.58,6800,69820,503,2.8366666666666664
2023-03-20,Pulses,Inactive,2,1557.8,4.0,6.0,Grocery & Staples,Balasubramanian PLC,57860.53,11203,115259,1350,2.946842105263158
2023-03-20,Pulses,New Users,1,778.9,3.0,11.0,Grocery & Staples,Balasubramanian PLC,56821.229999999996,8345,85204,1018,2.6776470588235295
2023-04-03,Pulses,Inactive,2,396.3,4.0,25.0,Grocery & Staples,Rastogi Group,34810.75,7288,73510,673,2.2623076923076924
2023-04-10,Pulses,All,3,1882.6599999999999,4.5,19.5,Grocery & Staples,"Vaidya, Amble and Palla",57264.25,10549,103859,1019,2.7889473684210526
2023-04-17,Pulses,Inactive,1,197.39,3.0,41.0,Grocery & Staples,"Wable, Sankaran and Hari",55584.33,7594,76990,832,2.6413333333333333
2023-04-24,Pulses,All,1,415.75,2.0,36.0,Grocery & Staples,Cherian-Dara,37049.9,7762,65981,646,2.4781818181818185
2023-04-24,Pulses,New Users,2,831.5,5.0,15.0,Grocery & Staples,Cherian-Dara,28332.309999999998,4375,62172,663,2.6027272727272726
2023-05-01,Pulses,All,6,1569.69,3.5,15.5,Grocery & Staples,Rastogi Group,65198.43,11180,106428,1254,2.799090909090909
2023-05-08,Pulses,All,1,415.75,5.0,19.0,Grocery & Staples,Cherian-Dara,43120.64,8427,84971,717,2.6133333333333337
2023-05-08,Pulses,Inactive,3,594.45,3.0,34.0,Grocery & Staples,Rastogi Group,26339.56,6484,55710,586,2.748
2023-05-15,Pulses,All,3,2336.7,4.0,13.0,Grocery & Staples,Balasubramanian PLC,52672.02,10653,82908,1130,3.167222222222222
2023-05-15,Pulses,Premium,1,415.75,5.0,29.0,Grocery & Staples,Cherian-Dara,41141.54,8323,78769,783,2.9407692307692312
2023-05-22,Pulses,All,3,1247.25,1.0,11.0,Grocery & Staples,Cherian-Dara,54328.75,7469,85198,791,3.136
2023-05-22,Pulses,Inactive,2,288.38,3.0,18.0,Grocery & Staples,Naik Ltd,41940.92,7036,63237,780,2.6392307692307693
2023-05-22,Pulses,New Users,1,198.15,2.0,28.0,Grocery & Staples,Rastogi Group,45888.2,7480,74625,659,2.7521428571428572
2023-06-05,Pulses,Premium,3,307.32,4.0,14.0,Grocery & Staples,"Parmer, Gola and Yogi",53568.17,10356,83398,907,2.900588235294118
2023-06-12,Pulses,New Users,2,523.23,2.0,23.0,Grocery & Staples,Rastogi Group,32524.37,6623,62760,546,2.7758333333333334
2023-06-19,Pulses,New Users,3,594.45,3.0,21.0,Grocery & Staples,Rastogi Group,42037.32,8303,82964,811,2.697142857142857
2023-06-26,Pulses,All,1,325.08,4.0,15.0,Grocery & Staples,Bose-Pandit,32417.34,6409,45535,693,2.715
2023-06-26,Pulses,Premium,1,551.88,4.0,19.0,Grocery & Staples,"Vaidya, Amble and Palla",49277.21,10019,105087,942,2.868235294117647
2023-07-03,Pulses,Premium,3,1655.64,4.0,16.0,Grocery & Staples,"Vaidya, Amble and Palla",42389.51,7869,85360,847,2.7786666666666666
2023-07-17,Pulses,Inactive,2,976.29,3.5,11.0,Grocery & Staples,"Wable, Sankaran and Hari",53340.71,11576,101180,807,2.7725
2023-07-24,Pulses,All,1,415.75,4.0,10.0,Grocery & Staples,Cherian-Dara,47950.240000000005,8438,83866,833,2.775625
2023-07-24,Pulses,New Users,4,1226.28,3.0,9.0,Grocery & Staples,Cherian-Dara,46816.99,8898,93477,939,2.7025
2023-07-31,Pulses,All,2,1557.8,4.0,25.0,Grocery & Staples,Balasubramanian PLC,36304.24,6213,64302,771,2.732727272727273
2023-08-07,Pulses,Premium,3,851.71,4.333333333333333,14.666666666666666,Grocery & Staples,"Parmer, Gola and Yogi",30287.65,7212,54979,608,2.847272727272727
2023-08-14,Pulses,New Users,6,1188.9,3.0,14.0,Grocery & Staples,Rastogi Group,45510.28,5878,85459,823,2.7542857142857144
2023-08-21,Pulses,All,1,415.75,4.0,27.0,Grocery & Staples,Cherian-Dara,34749.41,5993,61433,635,2.901818181818182
2023-08-28,Pulses,All,2,1103.76,4.0,14.0,Grocery & Staples,"Vaidya, Amble and Palla",38827.78,6184,54966,650,2.861666666666667
2023-09-11,Pulses,All,2,1103.76,3.0,42.0,Grocery & Staples,"Vaidya, Amble and Palla",30036.54,5483,65289,552,3.019090909090909
2023-09-18,Pulses,Inactive,3,592.17,1.0,23.0,Grocery & Staples,"Wable, Sankaran and Hari",34751.3,4847,57901,622,2.4541666666666666
2023-09-18,Pulses,Premium,1,415.75,4.0,19.0,Grocery & Staples,Cherian-Dara,48082.02,7002,73539,838,2.2814285714285716
2023-09-25,Pulses,All,3,1247.25,5.0,21.0,Grocery & Staples,Cherian-Dara,42233.72,8621,81010,766,2.8833333333333333
2023-09-25,Pulses,Inactive,1,415.75,1.0,18.0,Grocery & Staples,Cherian-Dara,56978.32,9163,114363,894,2.457777777777778
2023-09-25,Pulses,Premium,2,1103.76,3.0,14.0,Grocery & Staples,"Vaidya, Amble and Palla",57554.71,8979,126897,1013,2.6420000000000003
2023-10-16,Pulses,Inactive,1,415.75,4.0,44.0,Grocery & Staples,Cherian-Dara,63893.43,13328,81561,1301,3.0938095238095236
2023-10-23,Pulses,New Users,2,288.38,4.0,21.0,Grocery & Staples,Naik Ltd,14268.95,4145,49901,428,2.575714285714286
2023-10-30,Pulses,Inactive,3,1655.64,4.0,12.0,Grocery & Staples,"Vaidya, Amble and Palla",48603.88,8832,80084,705,2.8993333333333333
2023-11-06,Pulses,All,3,594.45,5.0,12.0,Grocery & Staples,Rastogi Group,36042.15,6787,66737,767,2.924285714285714
2023-11-06,Pulses,Premium,3,2336.7,4.0,23.0,Grocery & Staples,Balasubramanian PLC,50781.12,7322,92009,979,2.751764705882353
2023-11-13,Pulses,Inactive,1,778.9,4.0,10.0,Grocery & Staples,Balasubramanian PLC,51092.15,12733,111478,1360,2.894761904761905
2023-11-13,Pulses,New Users,2,394.78,4.0,24.0,Grocery & Staples,"Wable, Sankaran and Hari",46076.9,10407,80066,931,2.739333333333333
2023-11-20,Pulses,All,3,307.32,5.0,19.0,Grocery & Staples,"Parmer, Gola and Yogi",57442.38,10851,103540,830,2.5741176470588236
2023-11-20,Pulses,Inactive,3,1247.25,4.0,48.0,Grocery & Staples,Cherian-Dara,39585.86,7905,65483,729,2.5942857142857143
2023-11-20,Pulses,Premium,4,599.66,3.0,26.0,Grocery & Staples,"Parmer, Gola and Yogi",40507.58,8257,78148,832,2.866153846153846
2023-11-27,Pulses,All,2,288.38,5.0,27.0,Grocery & Staples,Naik Ltd,53433.4,7874,87412,958,2.877222222222222
2023-11-27,Pulses,Inactive,3,1519.51,3.5,15.0,Grocery & Staples,"Vaidya, Amble and Palla",44676.42,6851,72278,636,2.772307692307692
2023-11-27,Pulses,New Users,1,778.9,4.0,9.0,Grocery & Staples,Balasubramanian PLC,35592.63,6646,63169,704,2.838461538461538
2023-12-04,Pulses,New Users,1,551.88,4.0,18.0,Grocery & Staples,"Vaidya, Amble and Palla",37636.46,7938,78492,707,2.8153846153846156
2023-12-04,Pulses,Premium,5,1116.92,4.666666666666667,23.666666666666668,Grocery & Staples,Bose-Pandit,25263.09,7029,53386,418,2.5244444444444443
2023-12-11,Pulses,All,3,975.24,5.0,17.0,Grocery & Staples,Bose-Pandit,54870.52,8217,90832,969,2.8327777777777774
2023-12-18,Pulses,Inactive,3,592.17,4.0,46.0,Grocery & Staples,"Wable, Sankaran and Hari",59080.48,10568,99576,1051,2.7649999999999997
2023-12-18,Pulses,Premium,3,975.24,3.0,19.0,Grocery & Staples,Bose-Pandit,40266.83,7733,99034,886,2.693125
2023-12-25,Pulses,New Users,3,1247.25,4.0,19.0,Grocery & Staples,Cherian-Dara,33957.14,4155,53450,559,2.5645454545454545
2023-12-25,Pulses,Premium,5,882.8300000000002,4.333333333333333,15.0,Grocery & Staples,Naik Ltd,41944.23,8368,77566,793,2.728
2024-01-01,Pulses,Inactive,1,102.44,5.0,15.0,Grocery & Staples,"Parmer, Gola and Yogi",25044.15,3656,47779,456,2.785
2024-01-08,Pulses,Inactive,2,650.16,5.0,24.0,Grocery & Staples,Bose-Pandit,36953.840000000004,7261,67877,569,3.1266666666666665
2024-01-08,Pulses,Premium,5,2152.25,3.0,30.5,Grocery & Staples,Balasubramanian PLC,48236.82,8962,76452,826,2.7866666666666666
2024-01-15,Pulses,All,5,2051.94,3.0,29.5,Grocery & Staples,Rastogi Group,39169.83,7784,64391,644,2.738571428571429
2024-01-15,Pulses,New Users,5,2050.42,3.5,26.5,Grocery & Staples,"Wable, Sankaran and Hari",44398.89,8534,64222,801,3.0592307692307688
2024-01-22,Pulses,New Users,3,594.45,5.0,22.0,Grocery & Staples,Rastogi Group,51695.39,9980,88737,1156,2.8421052631578947
2024-01-29,Pulses,Inactive,2,1103.76,3.0,15.0,Grocery & Staples,"Vaidya, Amble and Palla",27637.24,5344,37342,593,2.824
2024-01-29,Pulses,New Users,2,204.88,4.0,18.0,Grocery & Staples,"Parmer, Gola and Yogi",52265.43,12524,114664,1044,2.5005263157894735
2024-02-05,Pulses,New Users,5,1452.13,4.0,28.5,Grocery & Staples,Cherian-Dara,50180.9,11189,94212,1084,2.7083333333333335
2024-02-12,Pulses,All,3,1247.25,5.0,16.0,Grocery & Staples,Cherian-Dara,50977.15,8747,88241,792,2.40875
2024-02-19,Pulses,Inactive,2,394.78,5.0,19.0,Grocery & Staples,"Wable, Sankaran and Hari",27292.18,5402,62095,591,2.775
2024-03-04,Pulses,New Users,1,551.88,3.0,9.0,Grocery & Staples,"Vaidya, Amble and Palla",47136.08,8818,81728,887,2.6925
2024-03-11,Pulses,Inactive,3,592.17,4.0,13.0,Grocery & Staples,"Wable, Sankaran and Hari",38921.11,7716,66980,680,2.8430769230769233
2024-03-11,Pulses,New Users,3,1247.25,5.0,33.0,Grocery & Staples,Cherian-Dara,47887.22,6132,69665,865,2.805
2024-03-11,Pulses,Premium,1,102.44,5.0,15.0,Grocery & Staples,"Parmer, Gola and Yogi",47296.33,7499,75021,780,2.4764285714285714
2024-03-18,Pulses,All,1,102.44,5.0,22.0,Grocery & Staples,"Parmer, Gola and Yogi",46101.06,8503,81029,693,2.7864285714285715
2024-03-18,Pulses,Inactive,5,1370.02,3.6666666666666665,18.0,Grocery & Staples,Bose-Pandit,40988.69,7500,69333,826,2.5961538461538463
2024-03-25,Pulses,Inactive,2,288.38,1.0,20.0,Grocery & Staples,Naik Ltd,47899.48,8783,92801,791,2.66375
2024-04-01,Pulses,New Users,3,594.45,5.0,44.0,Grocery & Staples,Rastogi Group,38206.86,9618,84673,733,2.6942857142857144
2024-04-08,Pulses,All,5,2079.0,3.0,13.5,Grocery & Staples,"Vaidya, Amble and Palla",39984.67,9077,78757,957,2.767857142857143
2024-04-08,Pulses,Premium,3,1247.25,4.0,14.0,Grocery & Staples,Cherian-Dara,46345.15,10007,91731,1044,2.896470588235294
2024-04-15,Pulses,Inactive,3,432.57,5.0,38.0,Grocery & Staples,Naik Ltd,31148.48,5772,47797,603,3.077
2024-04-22,Pulses,All,2,831.5,5.0,17.0,Grocery & Staples,Cherian-Dara,56313.44,10511,97729,869,2.7325
2024-04-22,Pulses,Premium,3,594.45,1.0,10.0,Grocery & Staples,Rastogi Group,47550.15,8368,96074,822,2.71625
2024-04-29,Pulses,Inactive,1,144.19,4.0,16.0,Grocery & Staples,Naik Ltd,47321.82,8809,56326,812,2.6425
2024-04-29,Pulses,Premium,1,102.44,3.0,22.0,Grocery & Staples,"Parmer, Gola and Yogi",38096.6,8378,78839,740,2.8623076923076924
2024-05-06,Pulses,All,1,778.9,3.0,17.0,Grocery & Staples,Balasubramanian PLC,39379.14,8075,87199,752,2.7742857142857145
2024-05-13,Pulses,All,5,799.33,4.5,13.0,Grocery & Staples,Rastogi Group,48601.899999999994,8408,71656,696,2.5
2024-05-27,Pulses,Inactive,2,288.38,3.0,14.0,Grocery & Staples,Naik Ltd,49732.200000000004,8554,94548,965,2.5341176470588236
2024-06-03,Pulses,New Users,3,594.45,1.0,26.0,Grocery & Staples,Rastogi Group,29561.71,7489,62848,802,2.629166666666667
2024-06-10,Pulses,All,5,818.3399999999999,4.0,20.333333333333332,Grocery & Staples,"Parmer, Gola and Yogi",61525.72,13487,115742,1190,2.4956521739130433
2024-06-17,Pulses,Inactive,5,3168.2,3.5,23.0,Grocery & Staples,Cherian-Dara,61374.479999999996,10738,101532,1172,2.546842105263158
2024-06-24,Pulses,Inactive,1,198.15,3.0,20.0,Grocery & Staples,Rastogi Group,44085.83,7835,68802,957,2.520625
2024-06-24,Pulses,Premium,3,1655.64,3.0,19.0,Grocery & Staples,"Vaidya, Amble and Palla",56698.67,10794,106024,1027,2.6785
2024-07-01,Pulses,New Users,1,198.15,4.0,18.0,Grocery & Staples,Rastogi Group,37148.18,6483,71605,823,3.2775
2024-07-15,Pulses,All,3,1655.64,4.0,21.0,Grocery & Staples,"Vaidya, Amble and Palla",59181.03,9778,88717,1150,3.0316666666666667
2024-07-15,Pulses,New Users,1,198.15,5.0,9.0,Grocery & Staples,Rastogi Group,44623.76,10551,85393,871,2.840625
2024-07-15,Pulses,Premium,3,1247.25,4.0,22.0,Grocery & Staples,Cherian-Dara,35875.44,8031,66485,804,2.974285714285714
2024-07-22,Pulses,New Users,4,1172.63,3.5,31.0,Grocery & Staples,Bose-Pandit,48996.67,8624,74539,985,2.82375
2024-07-29,Pulses,Premium,5,637.45,3.0,24.5,Grocery & Staples,Naik Ltd,46036.049999999996,9818,86495,847,2.929375
2024-08-12,Pulses,All,1,778.9,1.0,8.0,Grocery & Staples,Balasubramanian PLC,40872.05,7066,64300,656,2.902307692307692
2024-08-19,Pulses,New Users,1,415.75,2.0,18.0,Grocery & Staples,Cherian-Dara,45246.73,7639,100450,825,2.626875
2024-08-19,Pulses,Premium,4,1980.72,3.0,16.5,Grocery & Staples,"Vaidya, Amble and Palla",51701.92,10907,82259,1067,2.822777777777778
2024-08-26,Pulses,Premium,3,2336.7,3.0,16.0,Grocery & Staples,Balasubramanian PLC,45352.09,8869,97777,771,2.766
2024-09-09,Pulses,Inactive,1,415.75,1.0,8.0,Grocery & Staples,Cherian-Dara,41550.04,8481,82107,728,2.5335714285714284
2024-09-09,Pulses,Premium,1,325.08,4.0,12.0,Grocery & Staples,Bose-Pandit,43990.4,6663,73849,666,2.8057142857142856
2024-09-16,Pulses,All,3,1247.25,2.0,35.0,Grocery & Staples,Cherian-Dara,48831.39,9002,85051,1074,2.783125
2024-09-16,Pulses,New Users,1,325.08,2.0,24.0,Grocery & Staples,Bose-Pandit,61225.21,9322,98678,798,2.791578947368421
2024-09-23,Pulses,Inactive,2,394.78,4.0,11.0,Grocery & Staples,"Wable, Sankaran and Hari",48481.94,9216,77302,763,2.8266666666666667
2024-09-30,Pulses,Inactive,3,1655.64,5.0,13.0,Grocery & Staples,"Vaidya, Amble and Palla",40365.08,8159,67288,781,2.8200000000000003
2024-10-07,Pulses,All,3,1247.25,1.0,30.0,Grocery & Staples,Cherian-Dara,56869.71,13097,85010,878,3.0123529411764705
2024-10-07,Pulses,Premium,1,144.19,5.0,12.0,Grocery & Staples,Naik Ltd,61111.5,8919,102961,1088,2.5545
2024-10-28,Pulses,Premium,3,432.57,3.5,16.0,Grocery & Staples,Naik Ltd,35877.58,6800,69820,503,2.8366666666666664
2023-03-20,Rice,Premium,3,404.07,4.0,12.0,Grocery & Staples,Tella-Master,36226.59,6804,65038,658,2.6266666666666665
2023-04-17,Rice,Inactive,1,71.6,5.0,22.0,Grocery & Staples,Kanda-Gupta,55584.33,7594,76990,832,2.6413333333333333
2023-05-01,Rice,Inactive,1,71.6,4.0,9.0,Grocery & Staples,Kanda-Gupta,37255.74,6717,67824,605,2.6991666666666667
2023-05-08,Rice,Premium,2,834.78,3.0,16.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",62558.4,9978,113390,996,2.4765
2023-05-15,Rice,Premium,2,143.2,3.0,9.0,Grocery & Staples,Kanda-Gupta,41141.54,8323,78769,783,2.9407692307692312
2023-06-12,Rice,All,1,71.6,3.0,14.0,Grocery & Staples,Kanda-Gupta,65846.36,9428,106752,840,2.7045000000000003
2023-06-12,Rice,Premium,2,269.38,2.0,19.0,Grocery & Staples,Tella-Master,52403.07,8101,94266,943,2.827058823529412
2023-06-26,Rice,Inactive,1,134.69,3.0,15.0,Grocery & Staples,Tella-Master,47337.12,10464,121776,1006,2.855
2023-07-17,Rice,All,3,404.07,4.0,16.5,Grocery & Staples,Tella-Master,35819.770000000004,7441,76967,759,2.773846153846154
2023-08-21,Rice,All,2,834.78,2.0,27.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",34749.41,5993,61433,635,2.901818181818182
2023-08-28,Rice,Inactive,3,214.8,5.0,14.0,Grocery & Staples,Kanda-Gupta,54430.81,7475,47820,833,2.68
2023-09-04,Rice,New Users,6,618.87,3.0,14.0,Grocery & Staples,Kanda-Gupta,37961.32,7021,51294,611,2.64
2023-09-04,Rice,Premium,4,977.98,2.5,26.5,Grocery & Staples,"Ramanathan, Agarwal and Baria",44147.53,7998,76957,694,3.040714285714286
2023-09-18,Rice,Premium,2,834.78,3.0,27.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",48082.02,7002,73539,838,2.2814285714285716
2023-10-02,Rice,New Users,3,1252.17,4.0,11.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",66260.29000000001,9576,101616,920,2.772777777777778
2023-10-30,Rice,New Users,2,834.78,1.0,16.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",42214.14,9200,104301,1120,2.643529411764706
2023-11-13,Rice,Inactive,4,977.98,2.5,28.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",51092.15,12733,111478,1360,2.894761904761905
2023-11-13,Rice,New Users,3,404.07,3.0,16.0,Grocery & Staples,Tella-Master,46076.9,10407,80066,931,2.739333333333333
2023-11-20,Rice,Inactive,3,214.8,4.0,16.0,Grocery & Staples,Kanda-Gupta,39585.86,7905,65483,729,2.5942857142857143
2023-11-20,Rice,Premium,2,206.29,2.0,22.5,Grocery & Staples,Tella-Master,40507.58,8257,78148,832,2.866153846153846
2023-11-27,Rice,Inactive,1,134.69,4.0,18.0,Grocery & Staples,Tella-Master,44676.42,6851,72278,636,2.772307692307692
2023-12-18,Rice,All,1,417.39,1.0,24.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",36874.94,7473,78834,537,2.8561538461538465
2024-01-08,Rice,All,4,1104.1599999999999,3.0,20.5,Grocery & Staples,Tella-Master,60311.16,10139,82895,950,2.6038888888888887
2024-01-22,Rice,Inactive,2,269.38,5.0,15.0,Grocery & Staples,Tella-Master,52601.24,9429,90257,864,2.7123529411764706
2024-02-05,Rice,All,1,71.6,4.0,16.0,Grocery & Staples,Kanda-Gupta,52889.51,9910,92258,1033,3.1705555555555556
2024-02-19,Rice,New Users,3,214.8,4.0,23.0,Grocery & Staples,Kanda-Gupta,68388.43,11869,115340,1349,2.4952380952380953
2024-02-19,Rice,Premium,3,1252.17,3.0,17.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",62563.49,10956,101004,1019,2.813684210526316
2024-02-26,Rice,All,2,269.38,4.0,26.0,Grocery & Staples,Tella-Master,45479.43,7248,71803,860,2.632857142857143
2024-02-26,Rice,New Users,2,834.78,3.0,44.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",67288.18,9821,94368,1159,3.043
2024-03-11,Rice,Inactive,3,404.07,4.0,14.0,Grocery & Staples,Tella-Master,38921.11,7716,66980,680,2.8430769230769233
2024-03-18,Rice,Inactive,3,404.07,2.0,8.0,Grocery & Staples,Tella-Master,40988.69,7500,69333,826,2.5961538461538463
2024-04-01,Rice,All,3,214.8,5.0,21.0,Grocery & Staples,Kanda-Gupta,61022.66,9088,79401,973,2.8489473684210527
2024-04-08,Rice,Premium,4,632.19,4.0,24.0,Grocery & Staples,Kanda-Gupta,46345.15,10007,91731,1044,2.896470588235294
2024-04-22,Rice,All,3,404.07,3.0,26.0,Grocery & Staples,Tella-Master,56313.44,10511,97729,869,2.7325
2024-06-10,Rice,Inactive,1,417.39,5.0,23.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",44072.76,7150,80528,787,2.670714285714286
2024-06-17,Rice,Inactive,1,134.69,3.0,11.0,Grocery & Staples,Tella-Master,61374.479999999996,10738,101532,1172,2.546842105263158
2024-06-24,Rice,Inactive,3,1252.17,3.0,35.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",44085.83,7835,68802,957,2.520625
2024-07-01,Rice,All,2,269.38,4.0,24.0,Grocery & Staples,Tella-Master,58852.15,11818,77202,906,2.663333333333333
2024-07-22,Rice,All,3,214.8,5.0,13.0,Grocery & Staples,Kanda-Gupta,48766.61,8111,104841,878,3.141875
2024-08-05,Rice,New Users,1,417.39,3.0,23.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",39713.62,7291,85509,815,2.8857142857142857
2024-09-09,Rice,New Users,2,143.2,4.0,17.0,Grocery & Staples,Kanda-Gupta,49142.55,9629,117667,918,2.8744444444444444
2024-09-16,Rice,Inactive,2,834.78,4.0,20.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",30729.329999999998,6748,48770,528,2.5654545454545454
2024-10-14,Rice,Inactive,2,834.78,3.0,12.0,Grocery & Staples,"Ramanathan, Agarwal and Baria",46139.17,9873,98081,912,2.8305882352941176
