주문날짜,상품_ID,상품명,카테고리,브랜드,유통기한_일수,지역,회원타입,금액,배송_지연시간,배송소요시간,수량,평점,상품별_평균평점,temp_max(최고 기온),temp_min(최저 기온),rain_pre(강수량 합계),temp_range(최고 기온-최저 기온),heatwave(폭염),heavy_rain(폭우)
2023-10-22,237083,Cough Syrup,Pharmacy,Hayer-Banerjee,365,Tiruppur,Premium,1731.39,6.0,18.0,3,3,3.45,31.6,25.0,2.4,6.600000000000001,0.0,0.0
2024-03-21,53833,Rice,Grocery & Staples,Tella-Master,365,Aurangabad,Inactive,404.07,-3.0,8.0,3,2,3.33,37.8,22.3,0.0,15.499999999999996,0.0,0.0
2023-04-25,397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",3,Chandigarh,Inactive,2186.19,1.0,12.0,3,3,3.0,33.2,20.5,0.0,12.700000000000003,0.0,0.0
2024-06-18,462526,Curd,Dairy & Breakfast,Pau and Sons,7,Pimpri-Chinchwad,Regular,449.97,3.0,21.0,1,1,2.43,29.8,26.1,30.3,3.6999999999999993,0.0,0.0
2023-10-11,478531,Carrots,Fruits & Vegetables,Uppal Group,3,Ranchi,Premium,825.46,-2.0,10.0,1,3,3.08,29.6,20.5,0.0,9.100000000000001,0.0,0.0
2023-09-01,969851,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",180,Nangloi Jat,Regular,681.32,6.0,19.0,2,3,3.24,37.3,26.6,0.0,10.699999999999996,0.0,0.0
2024-06-06,839170,Curd,Dairy & Breakfast,Shetty and Sons,7,Hazaribagh,Inactive,963.26,-5.0,5.0,2,2,3.25,37.4,26.8,0.1,10.599999999999998,0.0,0.0
2024-09-23,707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",365,Kolhapur,New,1641.8,-2.0,16.0,2,3,3.57,28.9,26.0,5.7,2.8999999999999986,0.0,0.0
2024-06-23,853932,Baby Wipes,Baby Care,Ranganathan-Peri,365,Gwalior,Premium,2823.57,5.0,19.0,3,4,3.16,32.8,25.0,31.7,7.799999999999997,0.0,0.0
2024-05-19,679865,Wheat Flour,Grocery & Staples,Memon-Barad,365,Mysore,Premium,1043.73,30.0,46.0,3,4,3.48,29.2,21.5,9.1,7.699999999999999,0.0,0.0
2024-02-27,621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,180,Jalgaon,Premium,317.8,13.0,26.0,1,5,3.33,34.0,20.9,0.0,13.100000000000001,0.0,0.0
2024-01-11,435929,Toilet Cleaner,Household Care,Memon Ltd,365,Imphal,New,1713.78,0.0,11.0,2,3,3.53,15.4,5.6,0.0,9.8,0.0,0.0
2024-08-25,677542,Toilet Cleaner,Household Care,Thaman-Lanka,365,Arrah,Regular,637.83,4.0,20.0,3,2,3.67,33.0,25.5,2.9,7.5,0.0,0.0
2023-07-07,298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",365,Guntakal,Regular,183.76,-4.0,11.0,1,3,3.53,29.8,22.9,2.9,6.900000000000002,0.0,0.0
2024-02-17,578097,Nuts,Snacks & Munchies,Jha Group,90,Unnao,Regular,535.22,-3.0,14.0,2,3,3.79,24.4,12.1,0.0,12.299999999999999,0.0,0.0
2023-03-16,240179,Cough Syrup,Pharmacy,Ram-Suri,365,Sambhal,Premium,90.56,4.0,23.0,1,3,3.15,33.0,20.2,0.0,12.8,0.0,0.0
2024-05-11,871592,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",3,Guntakal,Premium,1740.58,11.0,22.0,2,3,3.16,37.2,24.2,0.0,13.000000000000004,0.0,0.0
2024-05-22,592784,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",90,Nandyal,Inactive,280.35,1.0,12.0,1,4,2.92,35.2,24.4,5.5,10.800000000000004,0.0,0.0
2023-04-05,440875,Baby Wipes,Baby Care,Loyal Inc,365,Kakinada,New,550.06,0.0,20.0,2,2,3.05,34.3,21.4,0.0,12.899999999999999,0.0,0.0
2023-10-23,186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",365,Parbhani,Inactive,878.8,-2.0,9.0,1,5,3.3,34.8,23.8,0.0,10.999999999999996,0.0,0.0
2024-06-22,871592,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",3,Durg,Regular,870.29,-1.0,16.0,1,1,3.16,31.4,24.6,27.2,6.799999999999997,0.0,0.0
2023-04-08,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",365,Allahabad,Premium,1329.51,-5.0,14.0,3,4,3.42,35.3,18.5,0.0,16.799999999999997,0.0,0.0
2024-05-17,767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",365,Bhimavaram,New,44.28,-1.0,12.0,2,3,3.07,32.5,23.0,2.3,9.5,0.0,0.0
2023-08-12,449106,Soap,Personal Care,"Shere, Thakur and Naik",365,Chittoor,New,97.1,-3.0,12.0,2,4,3.26,31.2,23.8,0.1,7.399999999999999,0.0,0.0
2023-10-04,991434,Cookies,Snacks & Munchies,Mital-Oza,90,Pallavaram,Regular,475.24,-1.0,18.0,2,2,3.05,33.9,26.3,10.0,7.599999999999998,0.0,0.0
2024-05-21,366066,Soap,Personal Care,Mandal LLC,365,Jaunpur,Regular,2755.74,4.0,16.0,3,2,3.44,39.7,28.0,0.0,11.700000000000003,1.0,0.0
2024-03-19,378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,180,North Dumdum,New,1762.84,-5.0,13.0,2,3,3.29,30.2,22.5,2.3,7.699999999999999,0.0,0.0
2023-06-07,473647,Toothpaste,Personal Care,Ben-Ravi,365,Ulhasnagar,Regular,129.14999999999998,-2.0,16.0,3,4,3.13,33.5,28.6,0.0,4.899999999999999,0.0,0.0
2023-07-04,89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",7,Sonipat,Premium,1796.4900000000002,21.0,33.0,3,2,3.71,34.6,26.1,0.6,8.5,0.0,0.0
2024-10-21,883013,Eggs,Dairy & Breakfast,Chahal Group,7,Jamalpur,Premium,1979.76,4.0,14.0,2,3,3.17,31.4,22.0,0.1,9.399999999999999,0.0,0.0
2023-05-17,704868,Detergent,Household Care,"Parikh, Oak and Kara",365,Jaunpur,Regular,193.46,-3.0,8.0,1,4,3.16,41.5,26.1,0.0,15.399999999999999,1.0,0.0
2024-02-08,490602,Sugar,Grocery & Staples,Raghavan Inc,365,Tezpur,Premium,549.47,-2.0,17.0,1,1,3.25,21.9,10.4,0.0,11.499999999999998,0.0,0.0
2023-12-21,34200,Lotion,Personal Care,Munshi-Grewal,365,Imphal,Premium,959.4,22.0,32.0,3,5,2.92,21.5,8.1,0.0,13.4,0.0,0.0
2024-07-19,398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",180,Mumbai,Inactive,651.93,7.0,21.0,1,4,2.58,27.3,25.6,48.3,1.6999999999999993,0.0,0.0
2024-10-19,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",365,Panchkula,Premium,1152.44,12.0,24.0,2,2,2.88,31.6,19.8,0.0,11.8,0.0,0.0
2024-10-26,349294,Onions,Fruits & Vegetables,Ganesan Ltd,3,Amritsar,Inactive,2804.25,-3.0,7.0,3,4,3.73,30.4,17.8,0.0,12.599999999999998,0.0,0.0
2023-07-17,890232,Mango Drink,Cold Drinks & Juices,Jha Group,180,Bathinda,New,1296.0,0.0,11.0,3,3,3.06,31.5,25.8,0.6,5.699999999999999,0.0,0.0
2023-06-10,385113,Lotion,Personal Care,"Sampath, Mane and Mody",365,Avadi,Regular,1632.76,1.0,12.0,2,4,3.75,38.7,28.5,0.8,10.200000000000003,1.0,0.0
2024-03-19,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,180,Yamunanagar,New,912.29,-1.0,11.0,1,5,3.37,28.3,13.2,0.0,15.100000000000001,0.0,0.0
2023-08-06,444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",365,Jorhat,Premium,2467.89,-1.0,19.0,3,3,3.62,30.3,25.2,41.8,5.100000000000001,0.0,0.0
2024-07-10,965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",3,Tadepalligudem,Inactive,1597.71,24.0,43.0,3,3,3.47,31.1,22.6,2.1,8.5,0.0,0.0
2023-12-31,317242,Pulses,Grocery & Staples,Rastogi Group,365,Mirzapur,Premium,594.45,4.0,19.0,3,4,3.33,19.4,6.2,0.0,13.2,0.0,0.0
2024-06-01,567671,Biscuits,Snacks & Munchies,Nagar LLC,90,Dindigul,Regular,418.48,1.0,13.0,1,4,3.28,36.8,27.8,1.0,8.999999999999996,0.0,0.0
2024-08-01,298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",365,Kochi,Regular,551.28,16.0,29.0,3,2,3.53,27.4,24.1,5.9,3.299999999999997,0.0,0.0
2023-05-13,621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,180,Kishanganj,Inactive,953.4,-5.0,5.0,3,4,3.33,37.5,26.9,0.0,10.600000000000001,0.0,0.0
2023-09-10,739448,Dish Soap,Household Care,Mand-Choudhry,365,Jalna,New,755.66,-4.0,13.0,1,5,3.6,29.0,25.5,5.5,3.5,0.0,0.0
2023-11-28,837480,Cough Syrup,Pharmacy,Edwin and Sons,365,Vellore,Regular,434.8,-4.0,9.0,2,1,3.35,28.9,23.2,6.4,5.699999999999999,0.0,0.0
2024-04-19,133542,Detergent,Household Care,Edwin-Lall,365,Kavali,Inactive,68.49,0.0,20.0,1,3,3.11,37.8,26.1,0.1,11.699999999999996,0.0,0.0
2023-10-04,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",365,Jehanabad,Regular,231.33,16.0,29.0,3,2,3.38,26.2,24.2,49.6,2.0,0.0,0.0
2023-11-03,712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",180,Tinsukia,Premium,671.68,8.0,27.0,1,4,2.82,29.5,19.2,0.0,10.3,0.0,0.0
2023-03-28,243235,Cat Food,Pet Care,Batta Inc,365,Tinsukia,Regular,327.09000000000003,2.0,15.0,3,4,3.74,28.6,18.0,0.2,10.600000000000001,0.0,0.0
2024-01-02,853932,Baby Wipes,Baby Care,Ranganathan-Peri,365,Aizawl,New,1882.38,0.0,20.0,2,4,3.16,15.3,4.6,0.0,10.700000000000001,0.0,0.0
2024-07-12,228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,180,Jodhpur,Regular,537.24,1.0,18.0,3,3,2.94,33.5,25.5,7.4,8.0,0.0,0.0
2023-06-28,313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",90,Sasaram,New,409.8,4.0,21.0,3,3,3.76,35.5,26.4,2.2,9.100000000000001,0.0,0.0
2023-07-17,564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",365,Lucknow,Regular,646.95,2.0,13.0,3,3,3.26,33.3,25.8,1.3,7.4999999999999964,0.0,0.0
2023-10-19,500739,Bread,Dairy & Breakfast,Aggarwal Group,7,Tiruchirappalli,Premium,719.96,-4.0,11.0,2,1,2.87,31.9,24.7,0.1,7.199999999999999,0.0,0.0
2023-05-05,913428,Pet Treats,Pet Care,Narayanan-Kumar,365,Panipat,Regular,1176.66,-5.0,8.0,3,5,3.22,29.2,18.0,0.3,11.2,0.0,0.0
2024-08-25,952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",90,Mysore,Premium,710.8499999999999,5.0,18.0,3,4,3.38,27.1,19.8,0.9,7.300000000000001,0.0,0.0
2023-11-29,146840,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",7,Nagpur,New,786.85,0.0,20.0,1,3,2.8,28.8,20.5,0.0,8.3,0.0,0.0
2024-10-21,376447,Butter,Dairy & Breakfast,Gara and Sons,7,Faridabad,Inactive,2174.52,27.0,44.0,3,4,3.19,30.5,19.0,0.0,11.5,0.0,0.0
2023-05-09,661577,Cat Food,Pet Care,Majumdar PLC,365,Begusarai,Premium,1441.9,-1.0,18.0,2,2,3.0,40.0,24.0,0.0,16.0,1.0,0.0
2024-02-06,712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",180,Raichur,Premium,2015.04,14.0,33.0,3,3,2.82,32.2,15.8,0.0,16.400000000000002,0.0,0.0
2023-08-02,672059,Toothpaste,Personal Care,Kaur-Gola,365,Miryalaguda,Regular,1345.46,13.0,30.0,2,4,3.22,28.6,23.4,0.2,5.200000000000003,0.0,0.0
2024-01-29,473647,Toothpaste,Personal Care,Ben-Ravi,365,Bongaigaon,Regular,86.1,5.0,22.0,2,2,3.13,23.5,10.1,0.0,13.4,0.0,0.0
2023-08-01,839170,Curd,Dairy & Breakfast,Shetty and Sons,7,Maheshtala,Regular,481.63,-5.0,7.0,1,2,3.25,33.7,26.2,41.7,7.5000000000000036,0.0,0.0
2024-07-29,990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,90,Bareilly,Premium,791.0999999999999,24.0,39.0,3,5,3.82,34.8,28.6,0.2,6.199999999999996,0.0,0.0
2024-06-29,217710,Eggs,Dairy & Breakfast,Rout-Sarna,7,Bongaigaon,Inactive,58.59,3.0,14.0,1,3,3.35,29.2,24.8,46.1,4.399999999999999,0.0,0.0
2023-06-21,661577,Cat Food,Pet Care,Majumdar PLC,365,Nangloi Jat,Regular,2162.8500000000004,0.0,15.0,3,4,3.0,35.6,25.6,20.3,10.0,0.0,0.0
2023-11-26,690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",90,Bharatpur,Regular,2853.81,-1.0,14.0,3,1,2.88,25.5,14.8,0.0,10.7,0.0,0.0
2024-06-26,305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,180,Sambalpur,Regular,2939.9700000000003,4.0,21.0,3,2,3.05,34.2,27.1,8.8,7.100000000000001,0.0,0.0
2024-07-11,56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",365,Mumbai,Regular,517.77,-3.0,8.0,1,3,3.23,28.8,24.6,39.1,4.199999999999999,0.0,0.0
2023-06-24,803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",365,Purnia,Premium,2849.19,4.0,15.0,3,3,2.89,36.5,29.0,3.6,7.5,0.0,0.0
2024-10-12,120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,365,Ongole,Regular,697.53,-3.0,14.0,1,5,3.46,29.5,22.3,4.4,7.199999999999999,0.0,0.0
2023-05-29,890232,Mango Drink,Cold Drinks & Juices,Jha Group,180,Aurangabad,Regular,864.0,15.0,29.0,2,3,3.06,33.6,27.9,0.0,5.700000000000003,0.0,0.0
2023-12-01,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,180,Sambhal,Premium,642.56,4.0,18.0,2,4,3.24,26.0,16.3,0.0,9.7,0.0,0.0
2024-02-20,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,180,Imphal,Inactive,912.29,1.0,13.0,1,4,3.37,27.3,15.2,0.2,12.100000000000001,0.0,0.0
2023-04-28,478531,Carrots,Fruits & Vegetables,Uppal Group,3,Nagpur,Regular,825.46,14.0,29.0,1,1,3.08,31.9,25.5,0.0,6.399999999999999,0.0,0.0
2023-07-08,378230,Nuts,Snacks & Munchies,Kala-Vig,90,Tezpur,New,499.26,15.0,34.0,3,2,2.42,31.6,25.2,10.7,6.400000000000002,0.0,0.0
2023-07-20,652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,180,Nandyal,Inactive,44.08,0.0,20.0,2,1,3.12,24.0,22.4,28.9,1.6000000000000014,0.0,0.0
2023-03-21,762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",90,Raiganj,Regular,1380.16,-5.0,9.0,2,4,3.19,27.2,20.0,15.9,7.199999999999999,0.0,0.0
2024-09-30,4452,Baby Wipes,Baby Care,Morar-Mistry,365,Rohtak,Premium,339.76,-3.0,10.0,2,4,3.43,33.0,22.0,0.0,11.0,0.0,0.0
2023-08-11,425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",365,Ballia,Regular,1458.84,2.0,16.0,3,4,3.91,33.6,27.0,0.0,6.600000000000001,0.0,0.0
2023-09-27,291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",90,Mehsana,New,2238.09,22.0,40.0,3,3,3.47,31.6,25.1,15.7,6.5,0.0,0.0
2023-05-11,91670,Dish Soap,Household Care,Barman-Ahluwalia,365,Bathinda,New,1317.72,3.0,13.0,3,5,3.21,35.3,18.6,0.0,16.699999999999996,0.0,0.0
2024-07-23,914071,Chips,Snacks & Munchies,Datta Ltd,90,Thanjavur,Premium,890.8199999999999,7.0,27.0,3,2,3.59,36.6,27.0,0.1,9.600000000000001,0.0,0.0
2023-04-30,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,Begusarai,Regular,1851.3,10.0,26.0,2,3,3.55,33.3,23.0,2.2,10.299999999999997,0.0,0.0
2023-11-22,435929,Toilet Cleaner,Household Care,Memon Ltd,365,Bikaner,Regular,856.89,16.0,34.0,1,3,3.53,26.0,12.8,0.0,13.2,0.0,0.0
2024-04-30,361361,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",90,Amaravati,Premium,2478.63,4.0,16.0,3,4,3.65,39.9,25.8,0.0,14.099999999999998,1.0,0.0
2023-10-26,540618,Popcorn,Snacks & Munchies,Golla-Luthra,90,Jabalpur,Inactive,634.1,24.0,41.0,2,4,3.65,30.6,18.2,0.0,12.400000000000002,0.0,0.0
2023-11-04,894539,Dish Soap,Household Care,"Pall, Sule and Sood",365,Kishanganj,Premium,1336.44,11.0,23.0,3,4,3.13,30.3,20.6,0.0,9.7,0.0,0.0
2024-09-07,677169,Cough Syrup,Pharmacy,Char-Divan,365,Avadi,New,261.03,-2.0,17.0,1,4,3.71,32.5,25.7,2.9,6.800000000000001,0.0,0.0
2024-10-14,34200,Lotion,Personal Care,Munshi-Grewal,365,Orai,Regular,639.6,-4.0,6.0,2,1,2.92,30.3,23.2,0.0,7.100000000000001,0.0,0.0
2023-10-29,563740,Chips,Snacks & Munchies,Mann-Kapadia,90,Rohtak,New,192.66,0.0,19.0,2,5,3.38,28.7,15.7,0.0,13.0,0.0,0.0
2024-06-03,444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",365,Jodhpur,Inactive,1645.26,-1.0,17.0,2,3,3.62,42.3,30.0,0.0,12.299999999999997,1.0,0.0
2024-07-25,36412,Dish Soap,Household Care,Muni-Shankar,365,Dharmavaram,New,397.68,0.0,12.0,1,4,3.55,24.9,22.4,18.2,2.5,0.0,0.0
2023-04-14,652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,180,Gorakhpur,Inactive,22.04,9.0,27.0,1,5,3.12,,,,,,
2023-07-23,832348,Biscuits,Snacks & Munchies,Jani-Ram,90,Nandyal,Inactive,1662.86,4.0,16.0,2,5,3.74,28.5,23.1,17.4,5.399999999999999,0.0,0.0
2024-06-13,490939,Lotion,Personal Care,"Roy, Barad and De",365,Tirunelveli,Premium,240.75,-2.0,13.0,3,4,2.95,35.3,27.5,0.1,7.799999999999997,0.0,0.0
2024-07-09,897083,Detergent,Household Care,Dutta-Halder,365,Purnia,Premium,1945.38,1.0,13.0,2,4,3.28,34.7,27.8,4.7,6.900000000000002,0.0,0.0
2023-04-06,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,Ambattur,Premium,2776.95,7.0,26.0,3,5,3.55,32.8,26.5,0.1,6.299999999999997,0.0,0.0
2023-05-22,382511,Butter,Dairy & Breakfast,Bora-Thakkar,7,Kumbakonam,Regular,1405.08,0.0,20.0,2,3,3.21,34.2,27.1,9.8,7.100000000000001,0.0,0.0
2023-11-30,945635,Pulses,Grocery & Staples,Balasubramanian PLC,365,Ghaziabad,New,778.9,-4.0,9.0,1,4,3.36,24.7,17.4,3.0,7.300000000000001,0.0,0.0
2023-10-04,222892,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,3,Bangalore,New,1738.44,3.0,19.0,2,2,3.0,28.1,19.0,0.4,9.100000000000001,0.0,0.0
2023-12-25,673058,Cough Syrup,Pharmacy,Balan-Madan,365,Vellore,Inactive,2297.28,10.0,20.0,3,4,3.73,28.0,24.0,3.4,4.0,0.0,0.0
2024-02-09,679284,Cough Syrup,Pharmacy,Pant LLC,365,Latur,Regular,877.89,6.0,16.0,1,4,3.29,31.0,18.6,0.0,12.399999999999999,0.0,0.0
2024-01-05,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,180,Navi Mumbai,Inactive,738.46,0.0,12.0,1,5,3.3,29.8,18.0,0.0,11.8,0.0,0.0
2023-11-25,799688,Lotion,Personal Care,Arora LLC,365,Udaipur,Premium,309.62,-3.0,7.0,1,3,2.94,25.8,13.0,0.0,12.8,0.0,0.0
2023-06-28,385113,Lotion,Personal Care,"Sampath, Mane and Mody",365,Machilipatnam,Premium,816.38,0.0,14.0,1,3,3.75,31.5,23.6,1.6,7.899999999999999,0.0,0.0
2023-09-10,552496,Dish Soap,Household Care,Dhar PLC,365,Karimnagar,Premium,508.0,18.0,28.0,1,5,3.56,29.3,22.8,14.1,6.5,0.0,0.0
2024-09-23,183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",7,Satna,Premium,2216.2200000000003,4.0,20.0,3,4,3.29,30.0,23.5,8.2,6.5,0.0,0.0
2024-08-18,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,365,Burhanpur,Premium,1571.34,2.0,19.0,2,2,3.37,30.6,23.7,1.3,6.900000000000002,0.0,0.0
2024-06-05,567671,Biscuits,Snacks & Munchies,Nagar LLC,90,Haldia,Premium,418.48,-4.0,12.0,1,4,3.28,36.0,28.5,0.7,7.5,0.0,0.0
2024-02-24,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,Ghaziabad,New,1851.3,13.0,25.0,2,5,3.55,24.7,9.9,0.0,14.799999999999999,0.0,0.0
2023-07-18,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,7,Latur,Regular,211.25,3.0,21.0,1,2,3.06,26.4,25.4,67.7,1.0,0.0,1.0
2023-10-07,677169,Cough Syrup,Pharmacy,Char-Divan,365,Rewa,New,783.0899999999999,26.0,36.0,3,1,3.71,33.3,22.4,0.0,10.899999999999999,0.0,0.0
2024-09-08,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,180,Bhopal,New,321.28,-4.0,6.0,1,3,3.24,29.0,23.2,5.4,5.800000000000001,0.0,0.0
2024-02-04,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",365,Khammam,New,1728.66,1.0,15.0,3,4,2.88,31.2,20.4,0.0,10.8,0.0,0.0
2023-12-31,654297,Potatoes,Fruits & Vegetables,Chandran-Dass,3,Tadipatri,New,13.25,15.0,31.0,1,1,3.59,27.9,15.1,0.0,12.799999999999999,0.0,0.0
2024-04-19,487065,Chips,Snacks & Munchies,Kadakia-Yadav,90,Bhusawal,Inactive,749.36,9.0,19.0,2,1,3.29,35.7,26.5,0.0,9.200000000000003,0.0,0.0
2024-04-18,462526,Curd,Dairy & Breakfast,Pau and Sons,7,Udupi,Regular,899.94,-2.0,11.0,2,1,2.43,37.8,22.9,0.0,14.899999999999999,0.0,0.0
2023-06-10,537274,Pet Treats,Pet Care,Lal-Chauhan,365,Kishanganj,New,702.71,-5.0,11.0,1,2,3.64,41.6,28.0,0.0,13.600000000000001,1.0,0.0
2023-04-30,243235,Cat Food,Pet Care,Batta Inc,365,Agartala,New,327.09000000000003,8.0,26.0,3,3,3.74,30.4,21.1,1.4,9.299999999999997,0.0,0.0
2024-02-20,513199,Cola,Cold Drinks & Juices,Rastogi Inc,180,Aizawl,Premium,844.46,13.0,30.0,2,4,3.83,27.3,15.2,0.2,12.100000000000001,0.0,0.0
2023-11-15,337168,Eggs,Dairy & Breakfast,Dasgupta PLC,7,Coimbatore,Premium,545.49,3.0,14.0,1,3,3.48,25.0,23.4,35.4,1.6000000000000014,0.0,0.0
2024-03-01,557908,Vitamins,Pharmacy,Sundaram Inc,365,Nizamabad,Premium,1884.74,4.0,15.0,2,4,3.54,34.3,20.2,0.0,14.099999999999998,0.0,0.0
2023-10-01,888807,Bread,Dairy & Breakfast,Arya Group,7,Chittoor,Regular,461.16,12.0,29.0,2,5,3.43,30.2,22.6,6.9,7.599999999999998,0.0,0.0
2024-09-12,673058,Cough Syrup,Pharmacy,Balan-Madan,365,Bhopal,Premium,2297.28,1.0,14.0,3,3,3.73,29.9,23.0,6.2,6.899999999999999,0.0,0.0
2023-05-22,473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",3,Rewa,Regular,440.19,10.0,28.0,1,4,3.33,37.1,26.8,0.0,10.3,0.0,0.0
2023-11-26,760684,Rice,Grocery & Staples,Kanda-Gupta,365,Salem,Premium,71.6,3.0,19.0,1,2,3.71,29.0,23.4,15.8,5.600000000000001,0.0,0.0
2024-02-08,186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",365,Jamalpur,Regular,878.8,4.0,15.0,1,4,3.3,20.0,11.9,0.0,8.1,0.0,0.0
2023-06-20,317242,Pulses,Grocery & Staples,Rastogi Group,365,Thrissur,New,594.45,2.0,21.0,3,3,3.33,28.0,24.6,4.8,3.3999999999999986,0.0,0.0
2023-12-18,757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",365,Adoni,Inactive,294.96,25.0,38.0,3,1,3.55,27.1,17.1,0.0,10.0,0.0,0.0
2024-07-16,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,Jamalpur,Regular,925.65,-2.0,15.0,1,3,3.55,33.5,28.3,1.3,5.199999999999999,0.0,0.0
2023-05-18,154179,Pain Reliever,Pharmacy,"Barad, Devi and Andra",365,Bettiah,Regular,1748.61,16.0,36.0,3,4,3.7,35.3,25.7,0.0,9.599999999999998,0.0,0.0
2024-01-16,563740,Chips,Snacks & Munchies,Mann-Kapadia,90,Rajahmundry,New,96.33,25.0,35.0,1,3,3.38,29.8,18.3,0.0,11.5,0.0,0.0
2023-05-13,60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,180,Kochi,Regular,2179.23,2.0,14.0,3,5,3.74,30.5,26.5,1.1,4.0,0.0,0.0
2023-09-23,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,180,Bilaspur,Inactive,642.56,-1.0,13.0,2,3,3.24,28.0,23.2,26.0,4.800000000000001,0.0,0.0
2024-01-24,600767,Toothpaste,Personal Care,Balan Group,365,Dhule,Premium,1444.84,27.0,40.0,2,4,3.31,30.5,18.5,0.0,12.0,0.0,0.0
2023-06-21,376447,Butter,Dairy & Breakfast,Gara and Sons,7,Chinsurah,New,1449.68,0.0,13.0,2,4,3.19,34.5,28.1,2.0,6.399999999999999,0.0,0.0
2023-12-04,704868,Detergent,Household Care,"Parikh, Oak and Kara",365,Purnia,Premium,386.92,9.0,25.0,2,3,3.16,27.8,16.4,0.0,11.400000000000002,0.0,0.0
2023-10-24,36412,Dish Soap,Household Care,Muni-Shankar,365,Asansol,Regular,1193.04,-5.0,6.0,3,4,3.55,28.9,23.3,0.0,5.599999999999998,0.0,0.0
2023-12-14,451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",365,Tezpur,New,1061.7,3.0,15.0,2,2,3.15,22.4,12.9,0.4,9.499999999999998,0.0,0.0
2023-10-09,684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",365,Parbhani,Premium,2183.8500000000004,10.0,20.0,3,4,3.41,32.3,23.8,0.0,8.499999999999996,0.0,0.0
2024-04-04,951463,Pet Treats,Pet Care,Balakrishnan-Kaur,365,Berhampur,Inactive,1574.8,-2.0,16.0,2,3,3.41,37.2,25.7,0.0,11.500000000000004,0.0,0.0
