주문날짜,상품명,수량,금액,평점,배송소요시간,카테고리,브랜드,수량_lag_1,평점_lag_1,수량_lag_7,평점_lag_7,주문_증가량,평점_변화
2023-05-06,Toilet Cleaner,4,803.0,4.0,21.0,Household Care,Saha-Vora,1.0,4.0,5.0,2.0,3.0,0.0
2023-05-08,Toilet Cleaner,2,795.1,3.0,24.0,Household Care,"Gaba, Sodhi and Choudhary",4.0,4.0,3.0,5.0,-2.0,-1.0
2023-05-09,Toilet Cleaner,2,1873.96,3.0,18.0,Household Care,"Dayal, Mammen and More",2.0,3.0,3.0,5.0,0.0,0.0
2023-05-12,Toilet Cleaner,3,480.21,4.0,22.0,Household Care,Batta-Doctor,2.0,3.0,3.0,5.0,1.0,1.0
2023-05-15,Toilet Cleaner,2,1989.12,4.0,16.0,Household Care,"Gera, Narang and Karpe",3.0,4.0,2.0,5.0,-1.0,0.0
2023-05-23,Toilet Cleaner,3,231.33,3.0,24.0,Household Care,"Gulati, Ram and Sarkar",2.0,4.0,3.0,5.0,1.0,-1.0
2023-05-25,Toilet Cleaner,2,247.48,3.0,9.0,Household Care,"Murty, Varghese and Saxena",3.0,3.0,1.0,4.0,-1.0,0.0
2023-05-27,Toilet Cleaner,3,231.33,5.0,16.0,Household Care,"Gulati, Ram and Sarkar",2.0,3.0,4.0,4.0,1.0,2.0
2023-05-30,Toilet Cleaner,2,320.14,3.0,26.0,Household Care,Batta-Doctor,3.0,5.0,2.0,3.0,-1.0,-2.0
2023-06-01,Toilet Cleaner,1,77.11,5.0,15.0,Household Care,"Gulati, Ram and Sarkar",2.0,3.0,2.0,3.0,-1.0,2.0
2023-06-02,Toilet Cleaner,2,795.1,4.0,13.0,Household Care,"Gaba, Sodhi and Choudhary",1.0,5.0,3.0,4.0,1.0,-1.0
2023-06-05,Toilet Cleaner,5,478.81,3.0,29.5,Household Care,"Gulati, Ram and Sarkar",2.0,4.0,2.0,4.0,3.0,-1.0
2023-06-09,Toilet Cleaner,2,154.22,2.0,12.0,Household Care,"Gulati, Ram and Sarkar",5.0,3.0,3.0,3.0,-3.0,-1.0
2023-06-15,Toilet Cleaner,6,4498.0,3.3333333333333335,17.666666666666668,Household Care,Memon Ltd,2.0,2.0,2.0,3.0,4.0,1.3333333333333335
2023-06-23,Toilet Cleaner,4,640.28,4.0,22.5,Household Care,Batta-Doctor,6.0,3.3333333333333335,3.0,5.0,-2.0,0.6666666666666665
2023-06-25,Toilet Cleaner,1,77.11,1.0,8.0,Household Care,"Gulati, Ram and Sarkar",4.0,4.0,2.0,3.0,-3.0,-3.0
2023-06-27,Toilet Cleaner,3,2570.67,4.0,28.0,Household Care,Memon Ltd,1.0,1.0,1.0,5.0,2.0,3.0
2023-07-01,Toilet Cleaner,1,397.55,4.0,24.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,4.0,2.0,4.0,-2.0,0.0
2023-07-02,Toilet Cleaner,1,212.61,4.0,11.0,Household Care,Thaman-Lanka,1.0,4.0,5.0,3.0,0.0,0.0
2023-07-05,Toilet Cleaner,3,2570.67,5.0,25.0,Household Care,Memon Ltd,1.0,4.0,2.0,2.0,2.0,1.0
2023-07-11,Toilet Cleaner,5,3368.5600000000004,3.3333333333333335,16.333333333333332,Household Care,"Gaba, Sodhi and Choudhary",3.0,5.0,6.0,3.3333333333333335,2.0,-1.6666666666666665
2023-07-24,Toilet Cleaner,5,792.0500000000001,3.0,27.5,Household Care,Thaman-Lanka,5.0,3.3333333333333335,4.0,4.0,0.0,-0.3333333333333335
2023-07-27,Toilet Cleaner,3,2810.94,5.0,23.0,Household Care,"Dayal, Mammen and More",5.0,3.0,1.0,1.0,-2.0,2.0
2023-08-04,Toilet Cleaner,2,1152.44,3.0,42.0,Household Care,"Borde, Peri and Upadhyay",3.0,5.0,3.0,4.0,-1.0,-2.0
2023-08-05,Toilet Cleaner,3,2386.67,4.5,15.5,Household Care,"Gera, Narang and Karpe",2.0,3.0,1.0,4.0,1.0,1.5
2023-08-08,Toilet Cleaner,1,277.76,4.0,21.0,Household Care,Saha-Vora,3.0,4.5,1.0,4.0,-2.0,-0.5
2023-08-15,Toilet Cleaner,2,795.1,4.0,19.0,Household Care,"Gaba, Sodhi and Choudhary",1.0,4.0,3.0,5.0,1.0,0.0
2023-08-16,Toilet Cleaner,3,231.33,4.0,10.0,Household Care,"Gulati, Ram and Sarkar",2.0,4.0,5.0,3.3333333333333335,1.0,0.0
2023-08-17,Toilet Cleaner,1,397.55,4.0,39.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,4.0,5.0,3.0,-2.0,0.0
2023-08-18,Toilet Cleaner,4,1409.5,2.5,23.5,Household Care,"Borde, Peri and Upadhyay",1.0,4.0,3.0,5.0,3.0,-1.5
2023-08-21,Toilet Cleaner,3,2810.94,4.0,16.0,Household Care,"Dayal, Mammen and More",4.0,2.5,2.0,3.0,-1.0,1.5
2023-08-24,Toilet Cleaner,1,277.76,2.0,15.0,Household Care,Saha-Vora,3.0,4.0,3.0,4.5,-2.0,-2.0
2023-08-26,Toilet Cleaner,2,154.22,2.0,20.0,Household Care,"Gulati, Ram and Sarkar",1.0,2.0,1.0,4.0,1.0,0.0
2023-08-28,Toilet Cleaner,3,1728.66,4.0,20.0,Household Care,"Borde, Peri and Upadhyay",2.0,2.0,2.0,4.0,1.0,2.0
2023-09-12,Toilet Cleaner,2,1713.78,3.0,10.0,Household Care,Memon Ltd,3.0,4.0,3.0,4.0,-1.0,-1.0
2023-09-24,Toilet Cleaner,1,856.89,5.0,12.0,Household Care,Memon Ltd,2.0,3.0,1.0,4.0,-1.0,2.0
2023-09-25,Toilet Cleaner,1,397.55,2.0,17.0,Household Care,"Gaba, Sodhi and Choudhary",1.0,5.0,4.0,2.5,0.0,-3.0
2023-09-26,Toilet Cleaner,3,833.28,3.0,21.0,Household Care,Saha-Vora,1.0,2.0,3.0,4.0,2.0,1.0
2023-09-27,Toilet Cleaner,3,1192.65,5.0,19.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,3.0,1.0,2.0,0.0,2.0
2023-09-28,Toilet Cleaner,1,576.22,2.0,14.0,Household Care,"Borde, Peri and Upadhyay",3.0,5.0,2.0,2.0,-2.0,-3.0
2023-10-02,Toilet Cleaner,3,2570.67,3.0,14.0,Household Care,Memon Ltd,1.0,2.0,3.0,4.0,2.0,1.0
2023-10-04,Toilet Cleaner,3,231.33,2.0,29.0,Household Care,"Gulati, Ram and Sarkar",3.0,3.0,2.0,3.0,0.0,-1.0
2023-10-07,Toilet Cleaner,5,1617.8700000000001,4.5,32.5,Household Care,Thaman-Lanka,3.0,2.0,1.0,5.0,2.0,2.5
2023-10-09,Toilet Cleaner,2,425.22,4.0,6.0,Household Care,Thaman-Lanka,5.0,4.5,1.0,2.0,-3.0,-0.5
2023-10-12,Toilet Cleaner,3,1192.65,5.0,10.0,Household Care,"Gaba, Sodhi and Choudhary",2.0,4.0,3.0,3.0,1.0,1.0
2023-10-14,Toilet Cleaner,4,3143.75,4.0,14.0,Household Care,"Gera, Narang and Karpe",3.0,5.0,3.0,5.0,1.0,-1.0
2023-10-19,Toilet Cleaner,2,555.52,4.0,45.0,Household Care,Saha-Vora,4.0,4.0,1.0,2.0,-2.0,0.0
2023-10-20,Toilet Cleaner,3,231.33,4.0,15.0,Household Care,"Gulati, Ram and Sarkar",2.0,4.0,3.0,3.0,1.0,0.0
2023-10-24,Toilet Cleaner,1,936.98,3.0,12.0,Household Care,"Dayal, Mammen and More",3.0,4.0,3.0,2.0,-2.0,-1.0
2023-10-28,Toilet Cleaner,2,795.1,4.0,23.0,Household Care,"Gaba, Sodhi and Choudhary",1.0,3.0,5.0,4.5,1.0,1.0
2023-11-02,Toilet Cleaner,3,1192.65,4.0,43.0,Household Care,"Gaba, Sodhi and Choudhary",2.0,4.0,2.0,4.0,1.0,0.0
2023-11-14,Toilet Cleaner,3,480.21,4.0,30.0,Household Care,Batta-Doctor,3.0,4.0,3.0,5.0,0.0,0.0
2023-11-15,Toilet Cleaner,2,1989.12,3.0,18.0,Household Care,"Gera, Narang and Karpe",3.0,4.0,4.0,4.0,-1.0,-1.0
2023-11-16,Toilet Cleaner,4,648.98,3.5,38.0,Household Care,Saha-Vora,2.0,3.0,2.0,4.0,2.0,0.5
2023-11-17,Toilet Cleaner,1,994.56,1.0,17.0,Household Care,"Gera, Narang and Karpe",4.0,3.5,3.0,4.0,-3.0,-2.5
2023-11-22,Toilet Cleaner,7,2529.75,3.6666666666666665,23.333333333333332,Household Care,Batta-Doctor,1.0,1.0,1.0,3.0,6.0,2.6666666666666665
2023-11-27,Toilet Cleaner,1,936.98,5.0,9.0,Household Care,"Dayal, Mammen and More",7.0,3.6666666666666665,2.0,4.0,-6.0,1.3333333333333335
2023-12-03,Toilet Cleaner,3,1790.8899999999999,4.0,16.5,Household Care,"Gulati, Ram and Sarkar",1.0,5.0,3.0,4.0,2.0,-1.0
2023-12-07,Toilet Cleaner,2,555.52,3.0,39.0,Household Care,Saha-Vora,3.0,4.0,3.0,4.0,-1.0,-1.0
2023-12-12,Toilet Cleaner,1,123.74,3.0,17.0,Household Care,"Murty, Varghese and Saxena",2.0,3.0,2.0,3.0,-1.0,0.0
2023-12-13,Toilet Cleaner,1,212.61,5.0,6.0,Household Care,Thaman-Lanka,1.0,3.0,4.0,3.5,0.0,2.0
2023-12-16,Toilet Cleaner,3,231.33,1.0,18.0,Household Care,"Gulati, Ram and Sarkar",1.0,5.0,1.0,1.0,2.0,-4.0
2023-12-19,Toilet Cleaner,2,795.1,2.0,30.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,1.0,7.0,3.6666666666666665,-1.0,1.0
2024-01-01,Toilet Cleaner,2,320.14,3.0,20.0,Household Care,Batta-Doctor,2.0,2.0,1.0,5.0,0.0,1.0
2024-01-07,Toilet Cleaner,1,856.89,3.0,21.0,Household Care,Memon Ltd,2.0,3.0,3.0,4.0,-1.0,0.0
2024-01-11,Toilet Cleaner,5,2906.4300000000003,3.5,13.5,Household Care,"Gaba, Sodhi and Choudhary",1.0,3.0,2.0,3.0,4.0,0.5
2024-01-12,Toilet Cleaner,4,1101.46,2.6666666666666665,16.0,Household Care,Saha-Vora,5.0,3.5,1.0,3.0,-1.0,-0.8333333333333335
2024-01-17,Toilet Cleaner,4,1852.4,2.5,14.5,Household Care,"Murty, Varghese and Saxena",4.0,2.6666666666666665,1.0,5.0,0.0,-0.16666666666666652
2024-01-19,Toilet Cleaner,3,2810.94,3.5,14.5,Household Care,"Dayal, Mammen and More",4.0,2.5,3.0,1.0,-1.0,1.0
2024-01-21,Toilet Cleaner,3,2983.68,3.0,27.0,Household Care,"Gera, Narang and Karpe",3.0,3.5,2.0,2.0,0.0,-0.5
2024-01-22,Toilet Cleaner,3,2570.67,5.0,9.0,Household Care,Memon Ltd,3.0,3.0,2.0,3.0,0.0,2.0
2024-01-25,Toilet Cleaner,1,212.61,5.0,24.0,Household Care,Thaman-Lanka,3.0,5.0,1.0,3.0,-2.0,0.0
2024-01-27,Toilet Cleaner,2,555.52,3.0,13.0,Household Care,Saha-Vora,1.0,5.0,5.0,3.5,1.0,-2.0
2024-01-29,Toilet Cleaner,3,2034.03,3.5,18.0,Household Care,"Dayal, Mammen and More",2.0,3.0,4.0,2.6666666666666665,1.0,0.5
2024-02-01,Toilet Cleaner,2,1873.96,4.0,14.0,Household Care,"Dayal, Mammen and More",3.0,3.5,4.0,2.5,-1.0,0.5
2024-02-04,Toilet Cleaner,4,1941.27,2.5,16.0,Household Care,Thaman-Lanka,2.0,4.0,3.0,3.5,2.0,-1.5
2024-02-05,Toilet Cleaner,3,2570.67,3.0,15.0,Household Care,Memon Ltd,4.0,2.5,3.0,3.0,-1.0,0.5
2024-02-06,Toilet Cleaner,3,480.21,4.0,20.0,Household Care,Batta-Doctor,3.0,3.0,3.0,5.0,0.0,1.0
2024-02-09,Toilet Cleaner,1,160.07,4.0,16.0,Household Care,Batta-Doctor,3.0,4.0,1.0,5.0,-2.0,0.0
2024-02-11,Toilet Cleaner,6,1959.99,3.0,19.5,Household Care,"Gulati, Ram and Sarkar",1.0,4.0,2.0,3.0,5.0,-1.0
2024-02-13,Toilet Cleaner,8,7668.58,4.0,26.0,Household Care,"Dayal, Mammen and More",6.0,3.0,3.0,3.5,2.0,1.0
2024-02-17,Toilet Cleaner,3,717.69,3.0,16.5,Household Care,"Gaba, Sodhi and Choudhary",8.0,4.0,2.0,4.0,-5.0,-1.0
2024-02-19,Toilet Cleaner,1,77.11,4.0,22.0,Household Care,"Gulati, Ram and Sarkar",3.0,3.0,4.0,2.5,-2.0,1.0
2024-02-24,Toilet Cleaner,2,1873.96,3.0,22.0,Household Care,"Dayal, Mammen and More",1.0,4.0,3.0,3.0,1.0,-1.0
2024-02-25,Toilet Cleaner,2,795.1,3.0,29.0,Household Care,"Gaba, Sodhi and Choudhary",2.0,3.0,3.0,4.0,0.0,0.0
2024-02-29,Toilet Cleaner,1,277.76,3.0,33.0,Household Care,Saha-Vora,2.0,3.0,1.0,4.0,-1.0,0.0
2024-03-01,Toilet Cleaner,1,936.98,3.0,16.0,Household Care,"Dayal, Mammen and More",1.0,3.0,6.0,3.0,0.0,0.0
2024-03-03,Toilet Cleaner,3,1192.65,4.0,31.0,Household Care,"Gaba, Sodhi and Choudhary",1.0,3.0,8.0,4.0,2.0,1.0
2024-03-05,Toilet Cleaner,3,371.22,4.0,22.0,Household Care,"Murty, Varghese and Saxena",3.0,4.0,3.0,3.0,0.0,0.0
2024-03-06,Toilet Cleaner,3,2983.68,2.0,22.0,Household Care,"Gera, Narang and Karpe",3.0,4.0,1.0,4.0,0.0,-2.0
2024-03-08,Toilet Cleaner,3,2983.68,4.0,17.0,Household Care,"Gera, Narang and Karpe",3.0,2.0,2.0,3.0,0.0,2.0
2024-03-13,Toilet Cleaner,2,320.14,2.0,16.0,Household Care,Batta-Doctor,3.0,4.0,2.0,3.0,-1.0,-2.0
2024-03-15,Toilet Cleaner,1,77.11,4.0,17.0,Household Care,"Gulati, Ram and Sarkar",2.0,2.0,1.0,3.0,-1.0,2.0
2024-03-16,Toilet Cleaner,1,277.76,3.0,16.0,Household Care,Saha-Vora,1.0,4.0,1.0,3.0,0.0,-1.0
2024-03-17,Toilet Cleaner,1,160.07,1.0,10.0,Household Care,Batta-Doctor,1.0,3.0,3.0,4.0,0.0,-2.0
2024-03-20,Toilet Cleaner,1,936.98,4.0,30.0,Household Care,"Dayal, Mammen and More",1.0,1.0,3.0,4.0,0.0,3.0
2024-03-21,Toilet Cleaner,2,1989.12,4.0,12.0,Household Care,"Gera, Narang and Karpe",1.0,4.0,3.0,2.0,1.0,0.0
2024-03-24,Toilet Cleaner,1,936.98,4.0,8.0,Household Care,"Dayal, Mammen and More",2.0,4.0,3.0,4.0,-1.0,0.0
2024-03-25,Toilet Cleaner,2,425.22,3.0,19.0,Household Care,Thaman-Lanka,1.0,4.0,2.0,2.0,1.0,-1.0
2024-04-01,Toilet Cleaner,2,1989.12,2.0,7.0,Household Care,"Gera, Narang and Karpe",2.0,3.0,1.0,4.0,0.0,-1.0
2024-04-09,Toilet Cleaner,3,1192.65,4.0,14.0,Household Care,"Gaba, Sodhi and Choudhary",2.0,2.0,1.0,3.0,1.0,2.0
2024-04-10,Toilet Cleaner,2,154.22,5.0,18.0,Household Care,"Gulati, Ram and Sarkar",3.0,4.0,1.0,1.0,-1.0,1.0
2024-04-12,Toilet Cleaner,3,833.28,5.0,44.0,Household Care,Saha-Vora,2.0,5.0,1.0,4.0,1.0,0.0
2024-04-19,Toilet Cleaner,3,1728.66,4.0,22.0,Household Care,"Borde, Peri and Upadhyay",3.0,5.0,2.0,4.0,0.0,-1.0
2024-04-20,Toilet Cleaner,1,77.11,5.0,16.0,Household Care,"Gulati, Ram and Sarkar",3.0,4.0,1.0,4.0,-2.0,1.0
2024-04-21,Toilet Cleaner,2,1989.12,5.0,13.0,Household Care,"Gera, Narang and Karpe",1.0,5.0,2.0,3.0,1.0,0.0
2024-04-24,Toilet Cleaner,3,371.22,3.0,10.0,Household Care,"Murty, Varghese and Saxena",2.0,5.0,2.0,2.0,1.0,-2.0
2024-05-03,Toilet Cleaner,1,856.89,1.0,19.0,Household Care,Memon Ltd,3.0,3.0,3.0,4.0,-2.0,-2.0
2024-05-04,Toilet Cleaner,3,2983.68,1.0,11.0,Household Care,"Gera, Narang and Karpe",1.0,1.0,2.0,5.0,2.0,0.0
2024-05-10,Toilet Cleaner,3,371.22,5.0,14.0,Household Care,"Murty, Varghese and Saxena",3.0,1.0,3.0,5.0,0.0,4.0
2024-05-17,Toilet Cleaner,2,795.1,1.0,19.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,5.0,3.0,4.0,-1.0,-4.0
2024-05-18,Toilet Cleaner,4,803.0,4.5,20.5,Household Care,Saha-Vora,2.0,1.0,1.0,5.0,2.0,3.5
2024-05-19,Toilet Cleaner,2,247.48,4.0,15.0,Household Care,"Murty, Varghese and Saxena",4.0,4.5,2.0,5.0,-2.0,-0.5
2024-05-20,Toilet Cleaner,3,1728.66,2.0,17.0,Household Care,"Borde, Peri and Upadhyay",2.0,4.0,3.0,3.0,1.0,-2.0
2024-05-25,Toilet Cleaner,4,1632.3899999999999,2.5,25.0,Household Care,"Gera, Narang and Karpe",3.0,2.0,1.0,1.0,1.0,0.5
2024-05-30,Toilet Cleaner,1,123.74,4.0,16.0,Household Care,"Murty, Varghese and Saxena",4.0,2.5,3.0,1.0,-3.0,1.5
2024-06-01,Toilet Cleaner,2,154.22,5.0,13.0,Household Care,"Gulati, Ram and Sarkar",1.0,4.0,3.0,5.0,1.0,1.0
2024-06-03,Toilet Cleaner,3,371.22,5.0,18.0,Household Care,"Murty, Varghese and Saxena",2.0,5.0,2.0,1.0,1.0,0.0
2024-06-06,Toilet Cleaner,3,833.28,4.0,15.0,Household Care,Saha-Vora,3.0,5.0,4.0,4.5,0.0,-1.0
2024-06-11,Toilet Cleaner,1,160.07,5.0,12.0,Household Care,Batta-Doctor,3.0,4.0,2.0,4.0,-2.0,1.0
2024-06-16,Toilet Cleaner,3,1192.65,4.0,21.0,Household Care,"Gaba, Sodhi and Choudhary",1.0,5.0,3.0,2.0,2.0,-1.0
2024-06-19,Toilet Cleaner,3,1728.66,4.0,20.0,Household Care,"Borde, Peri and Upadhyay",3.0,4.0,4.0,2.5,0.0,0.0
2024-06-21,Toilet Cleaner,2,320.14,1.0,16.0,Household Care,Batta-Doctor,3.0,4.0,1.0,4.0,-1.0,-3.0
2024-07-01,Toilet Cleaner,3,371.22,4.0,31.0,Household Care,"Murty, Varghese and Saxena",2.0,1.0,2.0,5.0,1.0,3.0
2024-07-06,Toilet Cleaner,3,480.21,4.0,21.0,Household Care,Batta-Doctor,3.0,4.0,3.0,5.0,0.0,0.0
2024-07-07,Toilet Cleaner,2,247.48,3.0,29.0,Household Care,"Murty, Varghese and Saxena",3.0,4.0,3.0,4.0,-1.0,-1.0
2024-07-08,Toilet Cleaner,1,123.74,4.0,20.0,Household Care,"Murty, Varghese and Saxena",2.0,3.0,1.0,5.0,-1.0,1.0
2024-07-09,Toilet Cleaner,2,1989.12,1.0,8.0,Household Care,"Gera, Narang and Karpe",1.0,4.0,3.0,4.0,1.0,-3.0
2024-07-10,Toilet Cleaner,2,555.52,3.0,21.5,Household Care,Saha-Vora,2.0,1.0,3.0,4.0,0.0,2.0
2024-07-13,Toilet Cleaner,3,637.83,3.0,21.0,Household Care,Thaman-Lanka,2.0,3.0,2.0,1.0,1.0,0.0
2024-07-14,Toilet Cleaner,3,637.83,5.0,19.0,Household Care,Thaman-Lanka,3.0,3.0,3.0,4.0,0.0,2.0
2024-07-21,Toilet Cleaner,3,2810.94,4.0,25.0,Household Care,"Dayal, Mammen and More",3.0,5.0,3.0,4.0,0.0,-1.0
2024-07-22,Toilet Cleaner,3,2570.67,4.0,8.0,Household Care,Memon Ltd,3.0,4.0,2.0,3.0,0.0,0.0
2024-07-28,Toilet Cleaner,3,231.33,4.0,19.0,Household Care,"Gulati, Ram and Sarkar",3.0,4.0,1.0,4.0,0.0,0.0
2024-08-02,Toilet Cleaner,1,77.11,4.0,5.0,Household Care,"Gulati, Ram and Sarkar",3.0,4.0,2.0,1.0,-2.0,0.0
2024-08-06,Toilet Cleaner,1,77.11,1.0,21.0,Household Care,"Gulati, Ram and Sarkar",1.0,4.0,2.0,3.0,0.0,-3.0
2024-08-10,Toilet Cleaner,3,637.83,3.0,15.0,Household Care,Thaman-Lanka,1.0,1.0,3.0,3.0,2.0,2.0
2024-08-11,Toilet Cleaner,2,1152.44,2.0,22.0,Household Care,"Borde, Peri and Upadhyay",3.0,3.0,3.0,5.0,-1.0,-1.0
2024-08-13,Toilet Cleaner,2,1713.78,4.0,15.0,Household Care,Memon Ltd,2.0,2.0,3.0,4.0,0.0,2.0
2024-08-25,Toilet Cleaner,3,637.83,2.0,20.0,Household Care,Thaman-Lanka,2.0,4.0,3.0,4.0,1.0,-2.0
2024-08-27,Toilet Cleaner,2,1989.12,5.0,12.0,Household Care,"Gera, Narang and Karpe",3.0,2.0,3.0,4.0,-1.0,3.0
2024-09-02,Toilet Cleaner,3,1728.66,3.0,20.0,Household Care,"Borde, Peri and Upadhyay",2.0,5.0,1.0,4.0,1.0,-2.0
2024-09-05,Toilet Cleaner,3,1192.65,4.0,11.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,3.0,1.0,1.0,0.0,1.0
2024-09-09,Toilet Cleaner,1,77.11,5.0,16.0,Household Care,"Gulati, Ram and Sarkar",3.0,4.0,3.0,3.0,-2.0,1.0
2024-09-12,Toilet Cleaner,2,1989.12,2.0,21.0,Household Care,"Gera, Narang and Karpe",1.0,5.0,2.0,2.0,1.0,-3.0
2024-09-18,Toilet Cleaner,2,1713.78,4.0,10.0,Household Care,Memon Ltd,2.0,2.0,2.0,4.0,0.0,2.0
2024-09-21,Toilet Cleaner,3,637.83,4.0,16.0,Household Care,Thaman-Lanka,2.0,4.0,3.0,2.0,1.0,0.0
2024-09-27,Toilet Cleaner,2,795.1,4.0,28.0,Household Care,"Gaba, Sodhi and Choudhary",3.0,4.0,2.0,5.0,-1.0,0.0
2024-09-29,Toilet Cleaner,1,212.61,5.0,13.0,Household Care,Thaman-Lanka,2.0,4.0,3.0,3.0,-1.0,1.0
2024-09-30,Toilet Cleaner,3,2810.94,3.0,20.0,Household Care,"Dayal, Mammen and More",1.0,5.0,3.0,4.0,2.0,-2.0
2024-10-03,Toilet Cleaner,3,2570.67,5.0,22.0,Household Care,Memon Ltd,3.0,3.0,1.0,5.0,0.0,2.0
2024-10-04,Toilet Cleaner,3,2570.67,4.0,12.0,Household Care,Memon Ltd,3.0,5.0,2.0,2.0,0.0,-1.0
2024-10-16,Toilet Cleaner,3,231.33,1.0,13.0,Household Care,"Gulati, Ram and Sarkar",3.0,4.0,2.0,4.0,0.0,-3.0
2024-10-19,Toilet Cleaner,5,2881.1000000000004,2.0,24.0,Household Care,"Borde, Peri and Upadhyay",3.0,1.0,3.0,4.0,2.0,1.0
2024-10-25,Toilet Cleaner,4,1768.8700000000001,3.0,12.0,Household Care,"Gaba, Sodhi and Choudhary",5.0,2.0,2.0,4.0,-1.0,1.0
2024-10-26,Toilet Cleaner,2,1989.12,5.0,17.0,Household Care,"Gera, Narang and Karpe",4.0,3.0,1.0,5.0,-2.0,2.0
2024-11-03,Toilet Cleaner,2,154.22,5.0,29.0,Household Care,"Gulati, Ram and Sarkar",2.0,5.0,3.0,3.0,0.0,0.0
2024-11-04,Toilet Cleaner,3,2570.67,3.0,18.0,Household Care,Memon Ltd,2.0,5.0,3.0,5.0,1.0,-2.0
2023-05-05,Tomatoes,3,628.77,3.0,22.0,Fruits & Vegetables,Barad and Sons,1.0,3.0,1.0,4.0,2.0,0.0
2023-05-14,Tomatoes,2,1738.44,3.0,17.0,Fruits & Vegetables,Ramakrishnan-Ghose,3.0,3.0,2.0,4.0,-1.0,0.0
2023-05-17,Tomatoes,2,327.1,4.0,31.0,Fruits & Vegetables,Dugar Group,2.0,3.0,3.0,3.0,0.0,1.0
2023-05-18,Tomatoes,1,869.22,4.0,12.0,Fruits & Vegetables,Ramakrishnan-Ghose,2.0,4.0,1.0,2.0,-1.0,0.0
2023-06-29,Tomatoes,1,209.59,3.0,22.0,Fruits & Vegetables,Barad and Sons,1.0,4.0,2.0,4.0,0.0,-1.0
2023-07-03,Tomatoes,1,869.22,4.0,10.0,Fruits & Vegetables,Ramakrishnan-Ghose,1.0,3.0,3.0,2.0,0.0,1.0
2023-07-15,Tomatoes,3,628.77,1.0,8.0,Fruits & Vegetables,Barad and Sons,1.0,4.0,1.0,3.0,2.0,-3.0
2023-07-27,Tomatoes,3,2607.66,4.0,15.0,Fruits & Vegetables,Ramakrishnan-Ghose,3.0,1.0,3.0,3.0,0.0,3.0
2023-08-26,Tomatoes,2,327.1,1.0,16.0,Fruits & Vegetables,Dugar Group,3.0,4.0,2.0,3.0,-1.0,-3.0
2023-09-16,Tomatoes,3,490.65,4.0,13.0,Fruits & Vegetables,Dugar Group,2.0,1.0,2.0,4.0,1.0,3.0
2023-09-20,Tomatoes,2,419.18,4.0,9.0,Fruits & Vegetables,Barad and Sons,3.0,4.0,1.0,4.0,-1.0,0.0
2023-10-03,Tomatoes,3,2607.66,1.0,12.0,Fruits & Vegetables,Ramakrishnan-Ghose,2.0,4.0,1.0,3.0,1.0,-3.0
2023-10-04,Tomatoes,2,1738.44,2.0,19.0,Fruits & Vegetables,Ramakrishnan-Ghose,3.0,1.0,1.0,4.0,-1.0,1.0
2023-10-12,Tomatoes,3,2607.66,1.0,27.0,Fruits & Vegetables,Ramakrishnan-Ghose,2.0,2.0,3.0,1.0,1.0,-1.0
2023-10-14,Tomatoes,2,1738.44,3.0,20.0,Fruits & Vegetables,Ramakrishnan-Ghose,3.0,1.0,3.0,4.0,-1.0,2.0
2023-10-17,Tomatoes,3,2607.66,2.0,9.0,Fruits & Vegetables,Ramakrishnan-Ghose,2.0,3.0,2.0,1.0,1.0,-1.0
2023-10-23,Tomatoes,1,869.22,1.0,16.0,Fruits & Vegetables,Ramakrishnan-Ghose,3.0,2.0,3.0,4.0,-2.0,-1.0
2023-11-02,Tomatoes,1,209.59,1.0,15.0,Fruits & Vegetables,Barad and Sons,1.0,1.0,2.0,4.0,0.0,0.0
2023-12-08,Tomatoes,1,163.55,4.0,11.0,Fruits & Vegetables,Dugar Group,1.0,1.0,3.0,1.0,0.0,3.0
2023-12-26,Tomatoes,1,209.59,3.0,20.0,Fruits & Vegetables,Barad and Sons,1.0,4.0,2.0,2.0,0.0,-1.0
2024-01-10,Tomatoes,2,327.1,5.0,16.0,Fruits & Vegetables,Dugar Group,1.0,3.0,3.0,1.0,1.0,2.0
2024-01-26,Tomatoes,2,419.18,3.0,15.0,Fruits & Vegetables,Barad and Sons,2.0,5.0,2.0,3.0,0.0,-2.0
2024-01-31,Tomatoes,2,419.18,3.0,19.0,Fruits & Vegetables,Barad and Sons,2.0,3.0,3.0,2.0,0.0,0.0
2024-03-24,Tomatoes,2,1738.44,5.0,7.0,Fruits & Vegetables,Ramakrishnan-Ghose,2.0,3.0,1.0,1.0,0.0,2.0
2024-04-08,Tomatoes,2,419.18,3.0,23.0,Fruits & Vegetables,Barad and Sons,2.0,5.0,1.0,1.0,0.0,-2.0
2024-04-18,Tomatoes,1,163.55,5.0,19.0,Fruits & Vegetables,Dugar Group,2.0,3.0,1.0,4.0,-1.0,2.0
2024-04-27,Tomatoes,2,327.1,4.0,21.0,Fruits & Vegetables,Dugar Group,1.0,5.0,1.0,3.0,1.0,-1.0
